id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	biotype	symbol
ENSG00000001084.10	220.799739820856	0.774957147447944	0.248534489247679	3.11810706752918	0.00182016667806146	0.0104225867486023	protein_coding	GCLC
ENSG00000003137.8	607.56582178465	0.650999683655361	0.158331150130622	4.11163364327418	3.92869356236682e-05	0.000373333229779011	protein_coding	CYP26B1
ENSG00000003989.17	254.841489544869	0.560240551999513	0.204649998381654	2.73755463684253	0.00618978372578074	0.0289842716906973	protein_coding	SLC7A2
ENSG00000004139.13	113.243792448375	0.821510997348753	0.301759983003633	2.72239873946063	0.00648098918019621	0.0301449419842493	protein_coding	SARM1
ENSG00000005020.12	112.385561064723	1.45916422142929	0.482542759178642	3.02390657340501	0.00249533485008889	0.0135288770204352	protein_coding	SKAP2
ENSG00000005100.12	293.105665645943	0.792295579729139	0.218184515387833	3.63130984946753	0.000281986385374015	0.00215194437373741	protein_coding	DHX33
ENSG00000005238.19	641.293213420761	0.491772895010005	0.186902024771105	2.63118013628942	0.00850889221120544	0.0373307185248471	protein_coding	FAM214B
ENSG00000006125.17	917.750535085624	0.487518267467765	0.134616230624518	3.62154151253564	0.000292852800546254	0.00222025512871906	protein_coding	AP2B1
ENSG00000006432.15	188.299812604134	1.17646987026894	0.268744940634229	4.3776447195341	1.1996870041687e-05	0.000128187754239593	protein_coding	MAP3K9
ENSG00000006831.9	300.597343998882	0.681954777600192	0.215021588099207	3.17156423049741	0.00151620334446894	0.00897210588185961	protein_coding	ADIPOR2
ENSG00000007202.14	308.259045707454	0.688544665783928	0.200466012320979	3.4347202192133	0.000593165893629991	0.0040451587804806	protein_coding	KIAA0100
ENSG00000007968.6	669.158928567209	0.901374173306822	0.205464968823503	4.38699686115892	1.14926447576828e-05	0.000123368575516114	protein_coding	E2F2
ENSG00000008256.15	127.597506864493	0.898290451710703	0.327289427529659	2.74463632537993	0.00605779880335218	0.0284812764286028	protein_coding	CYTH3
ENSG00000008283.15	362.719743657886	0.935979539825021	0.213908044959506	4.37561635422459	1.21089827951013e-05	0.000129286391899807	protein_coding	CYB561
ENSG00000008441.16	991.665221738146	1.07568738113951	0.221406709049665	4.8584226998208	1.18324587101843e-06	1.6395733623116e-05	protein_coding	NFIX
ENSG00000010404.17	3235.75152741019	0.938336177582801	0.196919979505283	4.76506335182523	1.88794321956976e-06	2.46852124724196e-05	protein_coding	IDS
ENSG00000010803.16	1401.24651475667	0.942493883167498	0.186918885064794	5.0422614217969	4.60062173751995e-07	6.87474217103949e-06	protein_coding	SCMH1
ENSG00000011114.14	453.468821608033	0.552617580763669	0.167420905242648	3.30076808486219	0.000964205477525553	0.00614195357295581	protein_coding	BTBD7
ENSG00000011347.9	50.4460347536934	1.57154006616551	0.453606480568479	3.46454500428651	0.000531129261794281	0.00367798421606871	protein_coding	SYT7
ENSG00000011451.17	1248.35088276156	0.967031760046679	0.17439806948493	5.54496826084559	2.94007497163212e-08	5.3889753630232e-07	protein_coding	WIZ
ENSG00000013016.15	390.097355610265	1.24982612025051	0.222984717998631	5.60498554101892	2.08272350040708e-08	3.91951996882105e-07	protein_coding	EHD3
ENSG00000013561.17	376.142221420416	0.700343711173296	0.190427205369355	3.67775029736377	0.00023530013764695	0.00182514995388699	protein_coding	RNF14
ENSG00000013619.13	210.575146566082	0.757127372206428	0.241397013819566	3.13644050614623	0.00171012129529169	0.00992127083406922	protein_coding	MAMLD1
ENSG00000020181.17	538.25019082835	0.711755777887889	0.19322028422717	3.68364936805018	0.000229918453744803	0.00178894045217992	protein_coding	ADGRA2
ENSG00000020256.19	167.465689737739	0.870122326631446	0.274039976720415	3.17516567124502	0.00149750976267178	0.0088803733240792	protein_coding	ZFP64
ENSG00000020633.18	205.240298036056	1.2459969684966	0.319337046080959	3.90182405639435	9.54705425226399e-05	0.000825986435059058	protein_coding	RUNX3
ENSG00000023171.16	2037.73133780294	0.401189902777208	0.128295963815162	3.12706566011078	0.00176560490420982	0.0101921557789905	protein_coding	GRAMD1B
ENSG00000025800.13	732.60649417727	0.595318729858782	0.159303056755019	3.737020129967	0.000186214020858818	0.00149056930850856	protein_coding	KPNA6
ENSG00000029364.11	722.183095370005	0.573556576164368	0.168641026370134	3.40105007962608	0.000671275289521923	0.00449412022513426	protein_coding	SLC39A9
ENSG00000034677.12	133.289117793048	1.03442276909308	0.296606947643337	3.48752036090857	0.000487521801078618	0.00341682785723211	protein_coding	RNF19A
